id,taskId,userId,text,createdAt,updatedAt
547,13,1,Updated task status,2025-07-10T13:08:29.368Z,2025-07-10T13:08:29.368Z
548,15,1,Updated task status,2025-07-10T13:08:29.368Z,2025-07-10T13:08:29.368Z
549,10,1,Updated task status,2025-07-10T13:08:29.372Z,2025-07-10T13:08:29.372Z
550,12,1,Updated task status,2025-07-10T13:08:29.412Z,2025-07-10T13:08:29.412Z
551,16,1,Updated task status,2025-07-10T13:08:29.416Z,2025-07-10T13:08:29.416Z
552,41,1,Updated task status,2025-07-10T13:08:29.424Z,2025-07-10T13:08:29.424Z
553,20,1,Updated task status,2025-07-10T13:08:29.425Z,2025-07-10T13:08:29.425Z
554,17,1,Updated task status,2025-07-10T13:08:29.425Z,2025-07-10T13:08:29.425Z
555,21,1,Updated task status,2025-07-10T13:08:29.431Z,2025-07-10T13:08:29.431Z
556,4,1,Updated task status,2025-07-10T13:08:29.457Z,2025-07-10T13:08:29.457Z
557,5,1,Updated task status,2025-07-10T13:08:29.460Z,2025-07-10T13:08:29.460Z
558,2,1,Updated task status,2025-07-10T13:08:29.464Z,2025-07-10T13:08:29.464Z
559,26,1,Updated task status,2025-07-10T13:08:29.466Z,2025-07-10T13:08:29.466Z
560,1,1,Updated task status,2025-07-10T13:09:28.294Z,2025-07-10T13:09:28.294Z
561,15,1,Updated task status,2025-07-10T13:09:28.298Z,2025-07-10T13:09:28.298Z
562,14,1,Updated task status,2025-07-10T13:09:28.299Z,2025-07-10T13:09:28.299Z
563,25,1,Updated task status,2025-07-10T13:09:28.300Z,2025-07-10T13:09:28.300Z
564,18,1,Updated task status,2025-07-10T13:09:28.300Z,2025-07-10T13:09:28.300Z
565,13,1,Updated task status,2025-07-10T13:09:28.307Z,2025-07-10T13:09:28.307Z
566,10,1,Updated task status,2025-07-10T13:09:28.365Z,2025-07-10T13:09:28.365Z
567,12,1,Updated task status,2025-07-10T13:09:28.367Z,2025-07-10T13:09:28.367Z
568,16,1,Updated task status,2025-07-10T13:09:28.368Z,2025-07-10T13:09:28.368Z
569,21,1,Updated task status,2025-07-10T13:09:28.370Z,2025-07-10T13:09:28.370Z
570,11,1,Updated task status,2025-07-10T13:09:28.373Z,2025-07-10T13:09:28.373Z
571,17,1,Updated task status,2025-07-10T13:09:28.395Z,2025-07-10T13:09:28.395Z
572,20,1,Updated task status,2025-07-10T13:09:28.431Z,2025-07-10T13:09:28.431Z
573,2,1,Updated task status,2025-07-10T13:09:28.434Z,2025-07-10T13:09:28.434Z
574,3,1,Updated task status,2025-07-10T13:09:28.435Z,2025-07-10T13:09:28.435Z
575,41,1,Updated task status,2025-07-10T13:09:28.435Z,2025-07-10T13:09:28.435Z
576,26,1,Updated task status,2025-07-10T13:09:28.438Z,2025-07-10T13:09:28.438Z
577,5,1,Updated task status,2025-07-10T13:09:28.439Z,2025-07-10T13:09:28.439Z
578,4,1,Updated task status,2025-07-10T13:09:28.489Z,2025-07-10T13:09:28.489Z
579,18,1,Updated task status,2025-07-10T13:11:10.906Z,2025-07-10T13:11:10.906Z
580,15,1,Updated task status,2025-07-10T13:11:10.923Z,2025-07-10T13:11:10.923Z
581,1,1,Updated task status,2025-07-10T13:11:10.923Z,2025-07-10T13:11:10.923Z
582,14,1,Updated task status,2025-07-10T13:11:10.923Z,2025-07-10T13:11:10.923Z
583,26,1,Updated task status,2025-07-10T13:11:10.924Z,2025-07-10T13:11:10.924Z
584,25,1,Updated task status,2025-07-10T13:11:11.021Z,2025-07-10T13:11:11.021Z
585,13,1,Updated task status,2025-07-10T13:11:11.025Z,2025-07-10T13:11:11.025Z
586,11,1,Updated task status,2025-07-10T13:11:11.029Z,2025-07-10T13:11:11.029Z
587,16,1,Updated task status,2025-07-10T13:11:11.054Z,2025-07-10T13:11:11.054Z
588,10,1,Updated task status,2025-07-10T13:11:11.066Z,2025-07-10T13:11:11.066Z
589,21,1,Updated task status,2025-07-10T13:11:11.069Z,2025-07-10T13:11:11.069Z
590,12,1,Updated task status,2025-07-10T13:11:11.070Z,2025-07-10T13:11:11.070Z
591,41,1,Updated task status,2025-07-10T13:11:11.070Z,2025-07-10T13:11:11.070Z
592,17,1,Updated task status,2025-07-10T13:11:11.073Z,2025-07-10T13:11:11.073Z
593,20,1,Updated task status,2025-07-10T13:11:11.107Z,2025-07-10T13:11:11.107Z
594,2,1,Updated task status,2025-07-10T13:11:11.110Z,2025-07-10T13:11:11.110Z
595,4,1,Updated task status,2025-07-10T13:11:11.114Z,2025-07-10T13:11:11.114Z
596,3,1,Updated task status,2025-07-10T13:11:11.115Z,2025-07-10T13:11:11.115Z
597,5,1,Updated task status,2025-07-10T13:11:11.116Z,2025-07-10T13:11:11.116Z
598,1,1,Updated task status,2025-07-10T13:11:15.503Z,2025-07-10T13:11:15.503Z
599,18,1,Updated task status,2025-07-10T13:11:15.520Z,2025-07-10T13:11:15.520Z
600,14,1,Updated task status,2025-07-10T13:11:15.521Z,2025-07-10T13:11:15.521Z
601,26,1,Updated task status,2025-07-10T13:11:15.528Z,2025-07-10T13:11:15.528Z
602,25,1,Updated task status,2025-07-10T13:11:15.528Z,2025-07-10T13:11:15.528Z
603,13,1,Updated task status,2025-07-10T13:11:15.559Z,2025-07-10T13:11:15.559Z
604,12,1,Updated task status,2025-07-10T13:11:15.571Z,2025-07-10T13:11:15.571Z
605,16,1,Updated task status,2025-07-10T13:11:15.609Z,2025-07-10T13:11:15.609Z
606,10,1,Updated task status,2025-07-10T13:11:15.612Z,2025-07-10T13:11:15.612Z
607,3,1,Updated task status,2025-07-10T13:11:15.613Z,2025-07-10T13:11:15.613Z
608,11,1,Updated task status,2025-07-10T13:11:15.613Z,2025-07-10T13:11:15.613Z
609,15,1,Updated task status,2025-07-10T13:11:15.614Z,2025-07-10T13:11:15.614Z
610,2,1,Updated task status,2025-07-10T13:11:15.615Z,2025-07-10T13:11:15.615Z
611,21,1,Updated task status,2025-07-10T13:11:15.670Z,2025-07-10T13:11:15.670Z
612,41,1,Updated task status,2025-07-10T13:11:15.674Z,2025-07-10T13:11:15.674Z
613,17,1,Updated task status,2025-07-10T13:11:15.674Z,2025-07-10T13:11:15.674Z
614,4,1,Updated task status,2025-07-10T13:11:15.675Z,2025-07-10T13:11:15.675Z
615,20,1,Updated task status,2025-07-10T13:11:15.675Z,2025-07-10T13:11:15.675Z
616,5,1,Updated task status,2025-07-10T13:11:15.684Z,2025-07-10T13:11:15.684Z
617,15,1,"Updated task name, description, assignee, status",2025-07-10T13:11:23.191Z,2025-07-10T13:11:23.191Z
618,4,1,Updated task status,2025-07-10T13:12:57.644Z,2025-07-10T13:12:57.644Z
619,14,1,Updated task status,2025-07-10T13:12:57.647Z,2025-07-10T13:12:57.647Z
620,1,1,Updated task status,2025-07-10T13:12:57.651Z,2025-07-10T13:12:57.651Z
621,13,1,Updated task status,2025-07-10T13:12:57.660Z,2025-07-10T13:12:57.660Z
622,18,1,Updated task status,2025-07-10T13:12:57.661Z,2025-07-10T13:12:57.661Z
623,26,1,Updated task status,2025-07-10T13:12:57.713Z,2025-07-10T13:12:57.713Z
624,12,1,Updated task status,2025-07-10T13:12:57.717Z,2025-07-10T13:12:57.717Z
625,25,1,Updated task status,2025-07-10T13:12:57.718Z,2025-07-10T13:12:57.718Z
626,16,1,Updated task status,2025-07-10T13:12:57.718Z,2025-07-10T13:12:57.718Z
627,11,1,Updated task status,2025-07-10T13:12:57.718Z,2025-07-10T13:12:57.718Z
628,15,1,Updated task status,2025-07-10T13:12:57.721Z,2025-07-10T13:12:57.721Z
629,10,1,Updated task status,2025-07-10T13:12:57.773Z,2025-07-10T13:12:57.773Z
630,41,1,Updated task status,2025-07-10T13:12:57.778Z,2025-07-10T13:12:57.778Z
631,17,1,Updated task status,2025-07-10T13:12:57.781Z,2025-07-10T13:12:57.781Z
632,5,1,Updated task status,2025-07-10T13:12:57.782Z,2025-07-10T13:12:57.782Z
633,20,1,Updated task status,2025-07-10T13:12:57.785Z,2025-07-10T13:12:57.785Z
634,21,1,Updated task status,2025-07-10T13:12:57.786Z,2025-07-10T13:12:57.786Z
635,3,1,Updated task status,2025-07-10T13:12:57.845Z,2025-07-10T13:12:57.845Z
636,2,1,Updated task status,2025-07-10T13:12:57.855Z,2025-07-10T13:12:57.855Z
637,18,1,Updated task status,2025-07-10T13:13:01.003Z,2025-07-10T13:13:01.003Z
638,4,1,Updated task status,2025-07-10T13:13:01.009Z,2025-07-10T13:13:01.009Z
639,1,1,Updated task status,2025-07-10T13:13:01.009Z,2025-07-10T13:13:01.009Z
640,14,1,Updated task status,2025-07-10T13:13:01.010Z,2025-07-10T13:13:01.010Z
641,13,1,Updated task status,2025-07-10T13:13:01.013Z,2025-07-10T13:13:01.013Z
642,25,1,Updated task status,2025-07-10T13:13:01.049Z,2025-07-10T13:13:01.049Z
643,15,1,Updated task status,2025-07-10T13:13:01.062Z,2025-07-10T13:13:01.062Z
644,21,1,Updated task status,2025-07-10T13:13:01.105Z,2025-07-10T13:13:01.105Z
645,16,1,Updated task status,2025-07-10T13:13:01.109Z,2025-07-10T13:13:01.109Z
646,10,1,Updated task status,2025-07-10T13:13:01.109Z,2025-07-10T13:13:01.109Z
647,11,1,Updated task status,2025-07-10T13:13:01.110Z,2025-07-10T13:13:01.110Z
648,2,1,Updated task status,2025-07-10T13:13:01.113Z,2025-07-10T13:13:01.113Z
649,41,1,Updated task status,2025-07-10T13:13:01.113Z,2025-07-10T13:13:01.113Z
650,12,1,Updated task status,2025-07-10T13:13:01.164Z,2025-07-10T13:13:01.164Z
651,17,1,Updated task status,2025-07-10T13:13:01.167Z,2025-07-10T13:13:01.167Z
652,20,1,Updated task status,2025-07-10T13:13:01.167Z,2025-07-10T13:13:01.167Z
653,3,1,Updated task status,2025-07-10T13:13:01.171Z,2025-07-10T13:13:01.171Z
654,26,1,Updated task status,2025-07-10T13:13:01.172Z,2025-07-10T13:13:01.172Z
655,5,1,Updated task status,2025-07-10T13:13:01.178Z,2025-07-10T13:13:01.178Z
656,18,1,Updated task status,2025-07-10T13:13:02.636Z,2025-07-10T13:13:02.636Z
657,14,1,Updated task status,2025-07-10T13:13:02.641Z,2025-07-10T13:13:02.641Z
658,4,1,Updated task status,2025-07-10T13:13:02.641Z,2025-07-10T13:13:02.641Z
659,25,1,Updated task status,2025-07-10T13:13:02.642Z,2025-07-10T13:13:02.642Z
660,1,1,Updated task status,2025-07-10T13:13:02.642Z,2025-07-10T13:13:02.642Z
661,13,1,Updated task status,2025-07-10T13:13:02.645Z,2025-07-10T13:13:02.645Z
662,11,1,Updated task status,2025-07-10T13:13:02.703Z,2025-07-10T13:13:02.703Z
663,10,1,Updated task status,2025-07-10T13:13:02.707Z,2025-07-10T13:13:02.707Z
664,12,1,Updated task status,2025-07-10T13:13:02.720Z,2025-07-10T13:13:02.720Z
665,16,1,Updated task status,2025-07-10T13:13:02.721Z,2025-07-10T13:13:02.721Z
666,15,1,Updated task status,2025-07-10T13:13:02.723Z,2025-07-10T13:13:02.723Z
667,20,1,Updated task status,2025-07-10T13:13:02.723Z,2025-07-10T13:13:02.723Z
668,5,1,Updated task status,2025-07-10T13:13:02.745Z,2025-07-10T13:13:02.745Z
669,17,1,Updated task status,2025-07-10T13:13:02.745Z,2025-07-10T13:13:02.745Z
670,41,1,Updated task status,2025-07-10T13:13:02.746Z,2025-07-10T13:13:02.746Z
671,3,1,Updated task status,2025-07-10T13:13:02.757Z,2025-07-10T13:13:02.757Z
672,2,1,Updated task status,2025-07-10T13:13:02.757Z,2025-07-10T13:13:02.757Z
673,26,1,Updated task status,2025-07-10T13:13:02.767Z,2025-07-10T13:13:02.767Z
674,21,1,Updated task status,2025-07-10T13:13:02.800Z,2025-07-10T13:13:02.800Z
675,1,1,Updated task status,2025-07-10T13:13:05.010Z,2025-07-10T13:13:05.010Z
676,14,1,Updated task status,2025-07-10T13:13:05.014Z,2025-07-10T13:13:05.014Z
677,4,1,Updated task status,2025-07-10T13:13:05.019Z,2025-07-10T13:13:05.019Z
678,18,1,Updated task status,2025-07-10T13:13:05.043Z,2025-07-10T13:13:05.043Z
679,3,1,Updated task status,2025-07-10T13:13:05.060Z,2025-07-10T13:13:05.060Z
680,13,1,Updated task status,2025-07-10T13:13:05.065Z,2025-07-10T13:13:05.065Z
681,20,1,Updated task status,2025-07-10T13:13:05.094Z,2025-07-10T13:13:05.094Z
682,11,1,Updated task status,2025-07-10T13:13:05.094Z,2025-07-10T13:13:05.094Z
683,25,1,Updated task status,2025-07-10T13:13:05.095Z,2025-07-10T13:13:05.095Z
684,15,1,Updated task status,2025-07-10T13:13:05.095Z,2025-07-10T13:13:05.095Z
685,2,1,Updated task status,2025-07-10T13:13:05.113Z,2025-07-10T13:13:05.113Z
686,10,1,Updated task status,2025-07-10T13:13:05.119Z,2025-07-10T13:13:05.119Z
687,12,1,Updated task status,2025-07-10T13:13:05.140Z,2025-07-10T13:13:05.140Z
688,41,1,Updated task status,2025-07-10T13:13:05.162Z,2025-07-10T13:13:05.162Z
689,16,1,Updated task status,2025-07-10T13:13:05.162Z,2025-07-10T13:13:05.162Z
690,26,1,Updated task status,2025-07-10T13:13:05.162Z,2025-07-10T13:13:05.162Z
691,17,1,Updated task status,2025-07-10T13:13:05.163Z,2025-07-10T13:13:05.163Z
692,21,1,Updated task status,2025-07-10T13:13:05.166Z,2025-07-10T13:13:05.166Z
693,5,1,Updated task status,2025-07-10T13:13:05.195Z,2025-07-10T13:13:05.195Z
694,14,1,Updated task status,2025-07-10T13:13:06.458Z,2025-07-10T13:13:06.458Z
695,18,1,Updated task status,2025-07-10T13:13:06.462Z,2025-07-10T13:13:06.462Z
696,4,1,Updated task status,2025-07-10T13:13:06.463Z,2025-07-10T13:13:06.463Z
697,3,1,Updated task status,2025-07-10T13:13:06.481Z,2025-07-10T13:13:06.481Z
698,1,1,Updated task status,2025-07-10T13:13:06.482Z,2025-07-10T13:13:06.482Z
699,25,1,Updated task status,2025-07-10T13:13:06.486Z,2025-07-10T13:13:06.486Z
700,16,1,Updated task status,2025-07-10T13:13:06.506Z,2025-07-10T13:13:06.506Z
701,13,1,Updated task status,2025-07-10T13:13:06.527Z,2025-07-10T13:13:06.527Z
702,15,1,Updated task status,2025-07-10T13:13:06.541Z,2025-07-10T13:13:06.541Z
703,12,1,Updated task status,2025-07-10T13:13:06.550Z,2025-07-10T13:13:06.550Z
704,10,1,Updated task status,2025-07-10T13:13:06.550Z,2025-07-10T13:13:06.550Z
705,21,1,Updated task status,2025-07-10T13:13:06.553Z,2025-07-10T13:13:06.553Z
706,11,1,Updated task status,2025-07-10T13:13:06.554Z,2025-07-10T13:13:06.554Z
707,20,1,Updated task status,2025-07-10T13:13:06.591Z,2025-07-10T13:13:06.591Z
708,41,1,Updated task status,2025-07-10T13:13:06.595Z,2025-07-10T13:13:06.595Z
709,5,1,Updated task status,2025-07-10T13:13:06.595Z,2025-07-10T13:13:06.595Z
710,17,1,Updated task status,2025-07-10T13:13:06.595Z,2025-07-10T13:13:06.595Z
711,26,1,Updated task status,2025-07-10T13:13:06.596Z,2025-07-10T13:13:06.596Z
712,2,1,Updated task status,2025-07-10T13:13:06.611Z,2025-07-10T13:13:06.611Z
713,4,1,Updated task status,2025-07-10T13:17:06.234Z,2025-07-10T13:17:06.234Z
714,18,1,Updated task status,2025-07-10T13:17:06.247Z,2025-07-10T13:17:06.247Z
715,1,1,Updated task status,2025-07-10T13:17:06.259Z,2025-07-10T13:17:06.259Z
716,14,1,Updated task status,2025-07-10T13:17:06.287Z,2025-07-10T13:17:06.287Z
717,13,1,Updated task status,2025-07-10T13:17:06.297Z,2025-07-10T13:17:06.297Z
718,16,1,Updated task status,2025-07-10T13:17:06.299Z,2025-07-10T13:17:06.299Z
719,25,1,Updated task status,2025-07-10T13:17:06.309Z,2025-07-10T13:17:06.309Z
720,11,1,Updated task status,2025-07-10T13:17:06.348Z,2025-07-10T13:17:06.348Z
721,15,1,Updated task status,2025-07-10T13:17:06.362Z,2025-07-10T13:17:06.362Z
722,12,1,Updated task status,2025-07-10T13:17:06.363Z,2025-07-10T13:17:06.363Z
723,10,1,Updated task status,2025-07-10T13:17:06.363Z,2025-07-10T13:17:06.363Z
724,20,1,Updated task status,2025-07-10T13:17:06.363Z,2025-07-10T13:17:06.363Z
725,41,1,Updated task status,2025-07-10T13:17:06.370Z,2025-07-10T13:17:06.370Z
726,26,1,Updated task status,2025-07-10T13:17:06.398Z,2025-07-10T13:17:06.398Z
727,21,1,Updated task status,2025-07-10T13:17:06.415Z,2025-07-10T13:17:06.415Z
728,17,1,Updated task status,2025-07-10T13:17:06.416Z,2025-07-10T13:17:06.416Z
729,5,1,Updated task status,2025-07-10T13:17:06.416Z,2025-07-10T13:17:06.416Z
730,2,1,Updated task status,2025-07-10T13:17:06.417Z,2025-07-10T13:17:06.417Z
731,3,1,Updated task status,2025-07-10T13:17:06.423Z,2025-07-10T13:17:06.423Z
732,3,1,"Updated task name, description, assignee, status",2025-07-10T13:17:24.577Z,2025-07-10T13:17:24.577Z
733,14,1,Updated task status,2025-07-10T13:21:20.263Z,2025-07-10T13:21:20.263Z
734,18,1,Updated task status,2025-07-10T13:21:20.275Z,2025-07-10T13:21:20.275Z
735,1,1,Updated task status,2025-07-10T13:21:20.275Z,2025-07-10T13:21:20.275Z
736,4,1,Updated task status,2025-07-10T13:21:20.279Z,2025-07-10T13:21:20.279Z
737,13,1,Updated task status,2025-07-10T13:21:20.279Z,2025-07-10T13:21:20.279Z
738,25,1,Updated task status,2025-07-10T13:21:20.972Z,2025-07-10T13:21:20.972Z
739,12,1,Updated task status,2025-07-10T13:21:20.980Z,2025-07-10T13:21:20.980Z
740,16,1,Updated task status,2025-07-10T13:21:20.981Z,2025-07-10T13:21:20.981Z
741,15,1,Updated task status,2025-07-10T13:21:20.986Z,2025-07-10T13:21:20.986Z
742,5,1,Updated task status,2025-07-10T13:21:21.010Z,2025-07-10T13:21:21.010Z
743,10,1,Updated task status,2025-07-10T13:21:21.015Z,2025-07-10T13:21:21.015Z
744,21,1,Updated task status,2025-07-10T13:21:21.018Z,2025-07-10T13:21:21.018Z
745,11,1,Updated task status,2025-07-10T13:21:21.018Z,2025-07-10T13:21:21.018Z
746,20,1,Updated task status,2025-07-10T13:21:21.028Z,2025-07-10T13:21:21.028Z
747,41,1,Updated task status,2025-07-10T13:21:21.038Z,2025-07-10T13:21:21.038Z
748,26,1,Updated task status,2025-07-10T13:21:21.071Z,2025-07-10T13:21:21.071Z
749,17,1,Updated task status,2025-07-10T13:21:21.082Z,2025-07-10T13:21:21.082Z
750,2,1,Updated task status,2025-07-10T13:21:21.083Z,2025-07-10T13:21:21.083Z
751,3,1,Updated task status,2025-07-10T13:21:21.083Z,2025-07-10T13:21:21.083Z
752,1,1,Updated task status,2025-07-10T13:21:26.806Z,2025-07-10T13:21:26.806Z
753,18,1,Updated task status,2025-07-10T13:21:26.835Z,2025-07-10T13:21:26.835Z
754,4,1,Updated task status,2025-07-10T13:21:26.846Z,2025-07-10T13:21:26.846Z
755,14,1,Updated task status,2025-07-10T13:21:26.926Z,2025-07-10T13:21:26.926Z
756,13,1,Updated task status,2025-07-10T13:21:26.929Z,2025-07-10T13:21:26.929Z
757,25,1,Updated task status,2025-07-10T13:21:26.929Z,2025-07-10T13:21:26.929Z
758,20,1,Updated task status,2025-07-10T13:21:26.933Z,2025-07-10T13:21:26.933Z
759,16,1,Updated task status,2025-07-10T13:21:26.935Z,2025-07-10T13:21:26.935Z
760,5,1,Updated task status,2025-07-10T13:21:26.941Z,2025-07-10T13:21:26.941Z
761,11,1,Updated task status,2025-07-10T13:21:26.970Z,2025-07-10T13:21:26.970Z
762,10,1,Updated task status,2025-07-10T13:21:26.986Z,2025-07-10T13:21:26.986Z
763,12,1,Updated task status,2025-07-10T13:21:26.988Z,2025-07-10T13:21:26.988Z
764,15,1,Updated task status,2025-07-10T13:21:26.988Z,2025-07-10T13:21:26.988Z
765,26,1,Updated task status,2025-07-10T13:21:26.988Z,2025-07-10T13:21:26.988Z
766,41,1,Updated task status,2025-07-10T13:21:26.993Z,2025-07-10T13:21:26.993Z
767,17,1,Updated task status,2025-07-10T13:21:27.029Z,2025-07-10T13:21:27.029Z
768,2,1,Updated task status,2025-07-10T13:21:27.032Z,2025-07-10T13:21:27.032Z
769,3,1,Updated task status,2025-07-10T13:21:27.032Z,2025-07-10T13:21:27.032Z
770,21,1,Updated task status,2025-07-10T13:21:27.033Z,2025-07-10T13:21:27.033Z
771,14,1,Updated task status,2025-07-10T13:21:28.386Z,2025-07-10T13:21:28.386Z
772,4,1,Updated task status,2025-07-10T13:21:28.390Z,2025-07-10T13:21:28.390Z
773,18,1,Updated task status,2025-07-10T13:21:28.391Z,2025-07-10T13:21:28.391Z
774,25,1,Updated task status,2025-07-10T13:21:28.420Z,2025-07-10T13:21:28.420Z
775,16,1,Updated task status,2025-07-10T13:21:28.430Z,2025-07-10T13:21:28.430Z
776,5,1,Updated task status,2025-07-10T13:21:28.503Z,2025-07-10T13:21:28.503Z
777,13,1,Updated task status,2025-07-10T13:21:28.507Z,2025-07-10T13:21:28.507Z
778,10,1,Updated task status,2025-07-10T13:21:28.510Z,2025-07-10T13:21:28.510Z
779,20,1,Updated task status,2025-07-10T13:21:28.511Z,2025-07-10T13:21:28.511Z
780,12,1,Updated task status,2025-07-10T13:21:28.521Z,2025-07-10T13:21:28.521Z
781,15,1,Updated task status,2025-07-10T13:21:28.530Z,2025-07-10T13:21:28.530Z
782,11,1,Updated task status,2025-07-10T13:21:28.547Z,2025-07-10T13:21:28.547Z
783,21,1,Updated task status,2025-07-10T13:21:28.664Z,2025-07-10T13:21:28.664Z
784,41,1,Updated task status,2025-07-10T13:21:28.669Z,2025-07-10T13:21:28.669Z
785,26,1,Updated task status,2025-07-10T13:21:28.669Z,2025-07-10T13:21:28.669Z
786,17,1,Updated task status,2025-07-10T13:21:28.670Z,2025-07-10T13:21:28.670Z
787,1,1,Updated task status,2025-07-10T13:21:28.670Z,2025-07-10T13:21:28.670Z
788,4,1,Updated task status,2025-07-10T13:25:16.986Z,2025-07-10T13:25:16.986Z
789,3,1,Updated task status,2025-07-10T13:25:16.990Z,2025-07-10T13:25:16.990Z
790,16,1,Updated task status,2025-07-10T13:25:16.991Z,2025-07-10T13:25:16.991Z
791,18,1,Updated task status,2025-07-10T13:25:16.991Z,2025-07-10T13:25:16.991Z
792,14,1,Updated task status,2025-07-10T13:25:16.991Z,2025-07-10T13:25:16.991Z
793,5,1,Updated task status,2025-07-10T13:25:16.994Z,2025-07-10T13:25:16.994Z
794,25,1,Updated task status,2025-07-10T13:25:17.047Z,2025-07-10T13:25:17.047Z
795,20,1,Updated task status,2025-07-10T13:25:17.050Z,2025-07-10T13:25:17.050Z
796,11,1,Updated task status,2025-07-10T13:25:17.050Z,2025-07-10T13:25:17.050Z
797,13,1,Updated task status,2025-07-10T13:25:17.050Z,2025-07-10T13:25:17.050Z
798,10,1,Updated task status,2025-07-10T13:25:17.058Z,2025-07-10T13:25:17.058Z
799,15,1,Updated task status,2025-07-10T13:25:17.068Z,2025-07-10T13:25:17.068Z
800,12,1,Updated task status,2025-07-10T13:25:17.089Z,2025-07-10T13:25:17.089Z
801,21,1,Updated task status,2025-07-10T13:25:17.093Z,2025-07-10T13:25:17.093Z
802,26,1,Updated task status,2025-07-10T13:25:17.093Z,2025-07-10T13:25:17.093Z
803,1,1,Updated task status,2025-07-10T13:25:17.094Z,2025-07-10T13:25:17.094Z
804,41,1,Updated task status,2025-07-10T13:25:17.143Z,2025-07-10T13:25:17.143Z
805,2,1,Updated task status,2025-07-10T13:25:17.147Z,2025-07-10T13:25:17.147Z
806,17,1,Updated task status,2025-07-10T13:25:17.147Z,2025-07-10T13:25:17.147Z
807,18,1,Updated task status,2025-07-10T13:25:26.696Z,2025-07-10T13:25:26.696Z
808,14,1,Updated task status,2025-07-10T13:25:26.700Z,2025-07-10T13:25:26.700Z
809,3,1,Updated task status,2025-07-10T13:25:26.700Z,2025-07-10T13:25:26.700Z
810,25,1,Updated task status,2025-07-10T13:25:26.703Z,2025-07-10T13:25:26.703Z
811,16,1,Updated task status,2025-07-10T13:25:26.703Z,2025-07-10T13:25:26.703Z
812,5,1,Updated task status,2025-07-10T13:25:26.731Z,2025-07-10T13:25:26.731Z
813,13,1,Updated task status,2025-07-10T13:25:26.750Z,2025-07-10T13:25:26.750Z
814,12,1,Updated task status,2025-07-10T13:25:26.755Z,2025-07-10T13:25:26.755Z
815,20,1,Updated task status,2025-07-10T13:25:26.759Z,2025-07-10T13:25:26.759Z
816,15,1,Updated task status,2025-07-10T13:25:26.760Z,2025-07-10T13:25:26.760Z
817,11,1,Updated task status,2025-07-10T13:25:26.761Z,2025-07-10T13:25:26.761Z
818,10,1,Updated task status,2025-07-10T13:25:26.783Z,2025-07-10T13:25:26.783Z
819,4,1,Updated task status,2025-07-10T13:25:26.801Z,2025-07-10T13:25:26.801Z
820,21,1,Updated task status,2025-07-10T13:25:26.805Z,2025-07-10T13:25:26.805Z
821,26,1,Updated task status,2025-07-10T13:25:26.805Z,2025-07-10T13:25:26.805Z
822,41,1,Updated task status,2025-07-10T13:25:26.809Z,2025-07-10T13:25:26.809Z
823,1,1,Updated task status,2025-07-10T13:25:26.809Z,2025-07-10T13:25:26.809Z
824,2,1,Updated task status,2025-07-10T13:25:26.813Z,2025-07-10T13:25:26.813Z
825,17,1,Updated task status,2025-07-10T13:25:26.870Z,2025-07-10T13:25:26.870Z
826,18,1,Updated task status,2025-07-10T13:25:55.517Z,2025-07-10T13:25:55.517Z
827,21,1,Updated task status,2025-07-10T13:25:55.541Z,2025-07-10T13:25:55.541Z
828,14,1,Updated task status,2025-07-10T13:25:55.545Z,2025-07-10T13:25:55.545Z
829,20,1,Updated task status,2025-07-10T13:25:55.546Z,2025-07-10T13:25:55.546Z
830,25,1,Updated task status,2025-07-10T13:25:55.546Z,2025-07-10T13:25:55.546Z
831,3,1,Updated task status,2025-07-10T13:25:55.546Z,2025-07-10T13:25:55.546Z
832,16,1,Updated task status,2025-07-10T13:25:55.548Z,2025-07-10T13:25:55.548Z
833,13,1,Updated task status,2025-07-10T13:25:55.608Z,2025-07-10T13:25:55.608Z
834,5,1,Updated task status,2025-07-10T13:25:55.611Z,2025-07-10T13:25:55.611Z
835,12,1,Updated task status,2025-07-10T13:25:55.611Z,2025-07-10T13:25:55.611Z
836,15,1,Updated task status,2025-07-10T13:25:55.615Z,2025-07-10T13:25:55.615Z
837,11,1,Updated task status,2025-07-10T13:25:55.615Z,2025-07-10T13:25:55.615Z
838,10,1,Updated task status,2025-07-10T13:25:55.616Z,2025-07-10T13:25:55.616Z
839,4,1,Updated task status,2025-07-10T13:25:55.681Z,2025-07-10T13:25:55.681Z
840,17,1,Updated task status,2025-07-10T13:25:55.683Z,2025-07-10T13:25:55.683Z
841,2,1,Updated task status,2025-07-10T13:25:55.687Z,2025-07-10T13:25:55.687Z
842,26,1,Updated task status,2025-07-10T13:25:55.688Z,2025-07-10T13:25:55.688Z
843,41,1,Updated task status,2025-07-10T13:25:55.689Z,2025-07-10T13:25:55.689Z
844,1,1,Updated task status,2025-07-10T13:25:55.695Z,2025-07-10T13:25:55.695Z
845,14,1,Updated task status,2025-07-10T13:40:33.009Z,2025-07-10T13:40:33.009Z
846,3,1,Updated task status,2025-07-10T13:40:33.012Z,2025-07-10T13:40:33.012Z
847,20,1,Updated task status,2025-07-10T13:40:33.019Z,2025-07-10T13:40:33.019Z
848,5,1,Updated task status,2025-07-10T13:40:33.021Z,2025-07-10T13:40:33.021Z
849,21,1,Updated task status,2025-07-10T13:40:33.021Z,2025-07-10T13:40:33.021Z
